Membership No  Date Joined  Active  
    99454      2019-2-21    yes   
    64042      2015-9-1     yes   
    45683      2015-4-4     yes   
    32292      2019-8-19    yes   
    13851      2019-9-10    yes   
    20031      2017-3-19    yes   
    21463      2018-11-14   yes   
    46306      2015-10-16   yes   
    87410      2015-10-17   yes   
    83447      2020-4-23    yes   
    54014      2017-3-19    yes   
    11603      2017-2-14    yes   
    81985      2016-3-20    yes   
    11901      2018-1-2     yes   
    39085      2019-11-23   yes   
    90296      2019-5-3     yes   
    41112      2017-3-9     yes   
    97878      2015-8-15    yes   
    77727      2016-11-12   yes   
    35191      2019-6-8     yes   
    27349      2016-6-11    yes   
    27868      2017-1-7     yes   
    95233      2019-6-17    yes   
    50972      2018-6-7     yes   
    18554      2019-2-19    yes   
    32322      2017-5-14    yes   
    55278      2018-11-7    yes   
    54988      2015-1-23    yes   
    11495      2017-6-23    yes   
    27634      2016-11-12   yes   
    73522      2018-1-22    yes   
    95459      2018-1-10    yes   
    53496      2016-9-16    yes   
    72704      2018-5-17    yes   
    94143      2018-7-8     yes   
    50576      2017-2-20    yes   
    26128      2017-3-1     yes   
    11345      2019-4-18    yes   
    97712      2019-7-25    yes   
    85489      2016-1-13    yes   
    13864      2018-2-17    yes   
    56124      2020-9-11    yes   
    41864      2020-9-3     yes   
    59226      2016-8-8     yes   
    12821      2019-6-4     yes   
    16901      2017-9-7     yes   
    29356      2020-11-18   yes   
    17850      2020-2-3     yes   
    45190      2020-11-25   yes   
    67784      2016-8-1     yes   
    62345      2016-9-6     yes   
    30677      2016-4-13    yes   
    27932      2015-4-1     yes   
    50026      2017-3-2     yes   
    10169      2015-2-10    yes   
    34185      2019-12-19   yes   
    79067      2018-3-1     yes   
    30173      2019-8-14    yes   
    66387      2017-8-11    yes   
    83485      2015-11-15   yes   
    63268      2016-6-10    yes   
    89204      2015-11-22   yes   
    83028      2019-3-15    yes   
    34475      2015-2-14    yes   
    99918      2020-5-13    yes   
    32737      2018-2-21    yes   
    93363      2018-4-13    yes   
    43208      2015-1-9     yes   
    62473      2015-6-23    yes   
    93862      2019-2-24    yes   
    74245      2020-12-1    yes   
    81938      2019-1-1     yes   
    27601      2020-1-11    yes   
    25345      2018-12-12   yes   
    22356      2019-12-19   yes   
    88921      2019-1-19    yes   
    79989      2015-5-14    yes   
    48685      2018-3-20    yes   
    89909      2019-5-20    yes   
    15192      2019-1-21    yes   
    64542      2019-1-10    yes   
    39276      2019-2-21    yes   
    11867      2019-10-9    yes   
    73460      2018-5-16    yes   
    52234      2019-8-2     yes   
    52559      2016-10-19   yes   
    40470      2019-11-13   yes   
    61690      2017-1-24    yes   
    57844      2020-2-24    yes   
    83561      2016-3-8     yes   
    76416      2015-7-11    yes   
    95782      2018-10-3    yes   
    44675      2016-12-14   yes   
    97240      2018-3-20    yes   
    19167      2017-4-13    yes   
    39233      2019-2-12    yes   
    17570      2018-3-22    yes   
    95535      2015-4-20    yes   
    59263      2019-12-1    yes   
    38658      2015-4-23    yes   
    71850      2020-9-22    yes   
    38586      2016-10-11   yes   
    11752      2017-3-13    yes   
    77289      2019-11-3    yes   
    89702      2019-9-23    yes   
    35072      2015-12-7    yes   
    23952      2017-11-18   yes   
    23315      2017-7-20    yes   
    20379      2016-1-5     yes   
    62811      2017-2-7     yes   
    67760      2017-6-1     yes   
    89577      2019-8-5     yes   
    70839      2015-5-22    yes   
    24234      2016-8-20    yes   
    53082      2017-8-6     yes   
    68079      2019-10-14   yes   
    10754      2018-10-17   yes   
    75664      2018-8-20    yes   
    58257      2018-5-4     yes   
    39932      2017-11-6    yes   
    90984      2016-8-8     yes   
    58527      2017-1-8     yes   
    36593      2019-6-22    yes   
    34079      2020-5-2     yes   
    60709      2020-12-22   yes   
    81392      2017-8-9     yes   
    81839      2016-8-18    yes   
    31234      2017-10-15   yes   
    42505      2015-11-3    yes   
    79816      2017-2-24    yes   
    87704      2015-6-11    yes   
    52399      2017-1-12    yes   
    66488      2016-9-10    yes   
    21886      2015-2-11    yes   
    20205      2017-11-10   yes   
    26889      2020-11-19   yes   
    62909      2015-4-8     yes   
    96629      2016-1-18    yes   
    93789      2020-4-13    yes   
    18768      2020-8-6     yes   
    68745      2019-8-6     yes   
    26368      2015-12-18   yes   
    10996      2017-5-25    yes   
    29963      2019-3-16    yes   
    16007      2017-7-12    yes   
    84341      2020-12-19   yes   
    59304      2015-2-4     yes   
    62379      2015-1-1     yes   
    12582      2016-5-1     yes   
    22397      2016-8-22    yes   
    48597      2016-5-19    yes   
    77835      2016-5-16    yes   
    17820      2018-1-23    yes   
    61548      2018-1-11    yes   
    70902      2016-5-19    yes   
    62890      2017-8-24    yes   
    44778      2020-2-14    yes   
    62667      2020-9-3     yes   
    89821      2016-7-15    yes   
    95472      2015-1-22    yes   
    22763      2018-1-4     yes   
    10312      2018-2-22    yes   
    21083      2020-12-15   yes   
    43899      2015-11-17   yes   
    25233      2018-2-19    yes   
    68610      2015-9-12    yes   
    91630      2015-10-19   yes   
    37656      2015-12-3    yes   
    14651      2017-9-5     yes   
    74043      2016-7-4     yes   
    35348      2015-6-2     yes   
    57233      2016-9-8     yes   
    71007      2017-4-23    yes   
    36841      2018-2-25    yes   
    54862      2020-3-21    yes   
    93738      2019-4-15    yes   
    36188      2015-6-24    yes   
    19677      2019-11-4    yes   
    60333      2015-5-23    yes   
    36753      2016-3-8     yes   
    61247      2015-4-6     yes   
    17884      2017-7-8     yes   
    57985      2015-3-2     yes   
    75627      2020-5-20    yes   
    75850      2016-11-5    yes   
    77783      2019-10-14   yes   
    39283      2017-6-4     yes   
    49880      2020-3-17    yes   
    28096      2015-4-1     yes   
    37726      2017-1-8     yes   
    23480      2017-4-17    yes   
    25446      2017-9-2     yes   
    77995      2016-1-18    yes   
    62733      2018-11-25   yes   
    16764      2018-4-6     yes   
    23731      2015-10-7    yes   
    36958      2015-10-1    yes   
    49153      2019-3-21    yes   
    63287      2015-12-6    yes   
    61618      2020-10-20   yes   
    61298      2015-6-17    yes   
    66474      2019-5-12    yes   
    96606      2020-10-19   yes   
    20209      2020-10-24   yes   
    66099      2017-4-24    yes   
    88633      2020-11-25   yes   
    58029      2018-6-7     yes   
    46166      2019-1-5     yes   
    12450      2018-6-24    yes   
    11870      2016-8-7     yes   
    65438      2018-7-9     yes   
    15162      2018-12-11   yes   
    70331      2016-6-18    yes   
    29214      2019-6-17    yes   
    79511      2017-2-22    yes   
    74136      2019-6-5     yes   
    57700      2019-9-13    yes   
    88850      2018-4-1     yes   
    14539      2019-5-13    yes   
    74577      2017-9-11    yes   
    75801      2020-4-23    yes   
    40855      2017-10-10   yes   
    19016      2019-12-4    yes   
    13387      2019-4-1     yes   
    31818      2020-6-10    yes   
    65092      2017-11-13   yes   
    88969      2019-12-4    yes   
    80896      2016-11-7    yes   
    35761      2017-6-1     yes   
    25932      2018-1-22    yes   
    32797      2017-10-14   yes   
    49039      2016-8-9     yes   
    77244      2016-12-22   yes   
    35371      2018-1-2     yes   
    79594      2020-4-4     yes   
    18255      2019-2-20    yes   
    99235      2018-6-2     yes   
    78738      2020-8-14    yes   
    85205      2019-7-20    yes   
    59805      2019-12-23   yes   
    69889      2017-6-13    yes   
    20745      2018-10-23   yes   
    46716      2018-11-14   yes   
    10390      2015-9-25    yes   
    41050      2019-3-22    yes   
    28651      2017-9-18    yes   
    55096      2018-8-20    yes   
    13384      2017-11-1    yes   
    32514      2018-12-1    yes   
    92760      2018-9-4     yes   
    91111      2016-7-8     yes   
    53241      2018-6-15    yes   
    79702      2018-9-6     yes   
    69508      2019-9-17    yes   
    67085      2018-2-17    yes   
    84752      2018-5-17    yes   
    92437      2017-1-16    yes   
    93702      2018-12-14   yes   
    73312      2016-4-20    yes   
    46249      2015-1-19    yes   
    42539      2018-8-22    yes   
    89889      2018-11-17   yes   
    17594      2019-6-19    yes   
    59066      2019-7-2     yes   
    90390      2015-4-13    yes   
    54889      2016-4-22    yes   
    49832      2017-11-19   yes   
    79883      2019-5-25    yes   
    15828      2019-5-3     yes   
    53002      2017-5-8     yes   
    51382      2017-4-12    yes   
    10092      2019-6-5     yes   
    37722      2019-10-19   yes   
    13855      2016-3-5     yes   
    44612      2015-4-23    yes   
    62869      2020-10-10   yes   
    31162      2018-9-21    yes   
    17440      2016-11-2    yes   
    94639      2016-2-16    yes   
    14206      2020-1-23    yes   
    49523      2016-10-25   yes   
    81325      2015-8-2     yes   
    40767      2017-4-11    yes   
    47858      2020-6-2     yes   
    49261      2016-10-13   yes   
    76138      2019-2-13    yes   
    25578      2017-5-1     yes   
    68873      2015-5-1     yes   
    73550      2020-11-25   yes   
    29775      2016-1-6     yes   
    25581      2020-9-1     yes   
    31728      2015-6-24    yes   
    81854      2019-6-7     yes   
    77346      2015-2-10    yes   
    82570      2016-11-25   yes   
    73683      2016-6-3     yes   
    85997      2016-3-12    yes   
    86344      2019-11-17   yes   
    53593      2017-4-7     yes   
    12995      2019-2-19    yes   
    49003      2016-9-17    yes   
    55395      2016-8-2     yes   
    69693      2017-2-10    yes   
    52335      2016-10-20   yes   
    26820      2020-10-24   yes   
    83132      2020-7-17    yes   
    93438      2016-3-1     yes   
    86498      2020-11-20   yes   
    15087      2018-12-19   yes   
    59998      2017-1-9     yes   
    79443      2015-4-4     yes   
    78498      2017-6-24    yes   
    48305      2017-4-13    yes   
    41399      2019-11-3    yes   
    45837      2019-4-11    yes   
    91846      2016-4-10    yes   
    35760      2017-11-7    yes   
    29754      2018-1-19    yes   
    24665      2018-3-6     yes   
    98521      2017-4-17    yes   
    53368      2019-5-2     yes   
    61559      2017-1-12    yes   
    28981      2019-11-20   yes   
    75400      2017-9-21    yes   
    28685      2015-6-20    yes   
    52669      2017-9-21    yes   
    10416      2020-7-8     yes   
    88490      2017-1-22    yes   
    95914      2018-10-19   yes   
    43822      2017-3-14    yes   
    63675      2017-6-23    yes   
    89506      2020-7-1     yes   
    59582      2020-12-15   yes   
    20414      2020-11-19   yes   
    36228      2020-5-13    yes   
    88512      2016-6-3     yes   
    34126      2015-8-20    yes   
    35673      2020-1-19    yes   
    18682      2016-10-2    yes   
    21878      2015-12-11   yes   
    40158      2016-5-4     yes   
    40365      2017-8-18    yes   
    42810      2018-7-12    yes   
    76829      2020-9-4     yes   
    26782      2016-4-5     yes   
    58691      2019-2-16    yes   
    30690      2019-7-1     yes   
    98696      2015-4-3     yes   
    72848      2016-7-7     yes   
    98052      2015-6-13    yes   
    83114      2015-2-15    yes   
    42513      2018-11-21   yes   
    97801      2018-12-17   yes   
    71418      2019-3-22    yes   
    62614      2020-4-14    yes   
    66419      2020-6-2     yes   
    59490      2019-2-20    yes   
    34566      2020-5-17    yes   
    40153      2020-5-3     yes   
    62597      2017-4-1     yes   
    69834      2020-11-11   yes   
    53493      2015-6-10    yes   
    85203      2016-7-7     yes   
    88064      2019-6-25    yes   
    56706      2020-7-24    yes   
    30054      2017-2-8     yes   
    87005      2017-10-17   yes   
    33394      2019-3-13    yes   
    22045      2015-7-20    yes   
    71697      2018-1-8     yes   
    40999      2017-11-8    yes   
    37709      2015-1-25    yes   
    57734      2019-9-7     yes   
    20935      2017-2-24    yes   
    88005      2019-12-16   yes   
    37803      2018-5-5     yes   
    94170      2020-4-8     yes   
    30825      2015-5-22    yes   
    30827      2017-2-14    yes   
    81201      2020-7-3     yes   
    40617      2016-10-24   yes   
    49341      2016-2-6     yes   
    12690      2020-4-22    yes   
    60191      2017-6-16    yes   
    72676      2019-10-13   yes   
    91075      2015-7-20    yes   
    20802      2015-6-21    yes   
    78529      2020-10-20   yes   
    14054      2019-10-16   yes   
    89741      2020-11-19   yes   
    95821      2020-11-7    yes   
    68693      2015-1-16    yes   
    31519      2020-3-7     yes   
    69525      2019-6-6     yes   
    73687      2020-3-20    yes   
    91670      2020-10-16   yes   
    19189      2016-9-13    yes   
    32600      2017-2-3     yes   
    59841      2015-7-25    yes   
    56572      2020-8-19    yes   
    60517      2019-7-10    yes   
    10152      2015-9-25    yes   
    67061      2020-4-4     yes   
    54681      2015-6-13    yes   
    25405      2019-10-7    yes   
    80764      2020-8-13    yes   
    79256      2015-4-16    yes   
    24403      2016-10-15   yes   
    36350      2018-3-18    yes   
    97426      2018-3-25    yes   
    33515      2015-12-20   yes   
    84928      2015-7-24    yes   
    57687      2016-5-25    yes   
    53323      2020-10-24   yes   
    85133      2016-4-20    yes   
    80031      2020-7-23    yes   
    15366      2016-2-21    yes   
    33622      2020-1-1     yes   
    59027      2017-3-11    yes   
    87694      2019-2-8     yes   
    83293      2019-11-11   yes   
    36651      2017-8-3     yes   
    37724      2016-9-21    yes   
    61400      2015-5-16    yes   
    46586      2015-9-1     yes   
    85376      2015-4-4     yes   
    43052      2015-10-20   yes   
    34244      2019-2-4     yes   
    63182      2018-12-18   yes   
    74017      2017-2-11    yes   
    79122      2018-3-11    yes   
    79736      2016-12-8    yes   
    66215      2017-12-8    yes   
    55518      2016-6-6     yes   
    38409      2018-5-17    yes   
    28088      2018-2-3     yes   
    57546      2019-4-10    yes   
    44995      2015-9-17    yes   
    82038      2015-8-9     yes   
    24812      2015-2-25    yes   
    94692      2017-9-7     yes   
    99468      2015-8-4     yes   
    28109      2019-3-15    yes   
    24561      2020-5-9     yes   
    81285      2018-5-7     yes   
    73509      2019-10-7    yes   
    61961      2020-4-23    yes   
    76854      2019-6-22    yes   
    68978      2016-2-11    yes   
    79551      2020-1-2     yes   
    29999      2016-3-16    yes   
    89952      2015-12-25   yes   
    64253      2017-11-20   yes   
    70392      2019-11-6    yes   
    70903      2017-6-22    yes   
    20689      2016-4-8     yes   
    66218      2018-11-12   yes   
    24403      2017-2-20    yes   
    40663      2016-3-16    yes   
    50098      2015-2-8     yes   
    15837      2015-3-1     yes   
    22929      2019-3-25    yes   
    51934      2019-10-5    yes   
    53104      2017-7-5     yes   
    90421      2018-5-11    yes   
    40289      2019-7-17    yes   
    76162      2018-10-24   yes   
    36991      2017-10-15   yes   
    81991      2020-7-7     yes   
    68967      2019-5-25    yes   
    11788      2015-11-16   yes   
    60665      2016-1-16    yes   
    44365      2015-6-9     yes   
    78202      2020-4-11    yes   
    97676      2016-1-21    yes   
    98745      2018-7-6     yes   
    13853      2019-4-11    yes   
    48578      2018-7-20    yes   
    26986      2015-3-23    yes   
    52810      2019-5-11    yes   
    42451      2018-8-7     yes   
    85354      2018-5-18    yes   
    80240      2015-10-17   yes   
    63320      2019-1-22    yes   
    14904      2019-5-3     yes   
    97975      2015-11-14   yes   
    30047      2020-5-6     yes   
    77166      2017-1-17    yes   
    82027      2016-12-23   yes   
    39124      2017-11-9    yes   
    30182      2015-10-17   yes   
    72454      2020-6-15    yes   
    96049      2016-1-20    yes   
    30593      2018-9-20    yes   
    87413      2015-3-18    yes   
    29122      2019-5-3     yes   
    13554      2019-2-8     yes   
    22033      2019-12-1    yes   
    31881      2020-5-25    yes   
    52503      2016-4-20    yes   
    58253      2019-5-15    yes   
    82397      2016-10-14   yes   
    81845      2018-12-16   yes   
    60602      2017-11-25   yes   
    96708      2016-12-2    yes   
    70534      2015-1-6     yes   
    97912      2015-3-22    yes   
    99331      2017-9-21    yes   
    80183      2016-7-19    yes   
    99022      2019-10-2    yes   
    46569      2017-5-20    yes   
    18115      2020-11-7    yes   
    60436      2017-7-11    yes   
    27240      2019-11-22   yes   
    56635      2020-11-6    yes   
    25454      2017-9-16    yes   
    17895      2018-4-8     yes   
    75142      2015-10-6    yes   
    33751      2019-8-10    yes   
    86744      2020-8-15    yes   
    73960      2017-12-10   yes   
    50609      2018-5-15    yes   
    50242      2019-9-23    yes   
    18160      2016-10-23   yes   
    49171      2015-6-13    yes   
    56422      2017-11-11   yes   
    65440      2016-5-4     yes   
    19406      2015-5-2     yes   
    55836      2016-8-11    yes   
    32666      2018-3-21    yes   
    42538      2017-11-15   yes   
    68034      2015-2-6     yes   
    15102      2018-1-16    yes   
    90094      2020-8-13    yes   
    35916      2016-7-25    yes   
    88389      2018-4-19    yes   
    17608      2017-12-9    yes   
    77216      2016-10-23   yes   
    13828      2016-7-8     yes   
    81755      2016-8-13    yes   
    95772      2018-7-22    yes   
    62972      2020-6-1     yes   
    79004      2020-8-13    yes   
    58819      2018-5-16    yes   
    85460      2017-11-22   yes   
    87935      2016-3-14    yes   
    23450      2015-5-21    yes   
    99911      2018-9-19    yes   
    37323      2017-5-23    yes   
    11393      2019-9-3     yes   
    17185      2015-2-20    yes   
    90007      2016-6-16    yes   
    36195      2018-7-14    yes   
    83297      2016-11-7    yes   
    82027      2015-9-25    yes   
    83382      2015-5-14    yes   
    22101      2017-9-2     yes   
    11064      2019-10-13   yes   
    75989      2018-9-7     yes   
    70298      2016-12-19   yes   
    71095      2015-7-15    yes   
    30968      2020-5-7     yes   
    53161      2017-11-3    yes   
    62555      2015-11-6    yes   
    36182      2018-6-17    yes   
    36319      2017-6-3     yes   
    21863      2017-5-9     yes   
    35992      2019-3-4     yes   
    13924      2016-11-15   yes   
    54588      2020-7-7     yes   
    33789      2019-12-8    yes   
    12135      2017-9-8     yes   
    50710      2018-6-13    yes   
    17735      2019-9-7     yes   
    83460      2020-8-24    yes   
    74039      2020-2-20    yes   
    59310      2016-4-11    yes   
    58483      2016-11-13   yes   
    60469      2020-1-20    yes   
    88217      2019-5-22    yes   
    86807      2016-4-17    yes   
    78482      2015-3-19    yes   
    33927      2017-10-17   yes   
    70071      2016-8-13    yes   
    15426      2017-6-14    yes   
    31553      2020-12-4    yes   
    98343      2019-5-12    yes   
    30559      2020-9-10    yes   
    50555      2018-12-16   yes   
    84981      2018-9-19    yes   
    37646      2015-3-12    yes   
    90547      2017-1-13    yes   
    95631      2018-3-6     yes   
    90851      2019-11-7    yes   
    61076      2015-11-6    yes   
    70592      2015-7-2     yes   
    96586      2019-12-8    yes   
    10085      2017-12-15   yes   
    46382      2019-2-7     yes   
    36722      2020-2-20    yes   
    98674      2020-1-12    yes   
    19835      2015-3-6     yes   
    43678      2020-7-16    yes   
    29163      2015-7-21    yes   
    27578      2017-11-5    yes   
    87002      2016-7-22    yes   
    85970      2015-9-18    yes   
    60062      2016-4-7     yes   
    31840      2018-7-25    yes   
    71254      2020-8-7     yes   
    73038      2018-10-10   yes   
    37973      2020-4-17    yes   
    15058      2019-2-16    yes   
    95805      2019-9-25    yes   
    22313      2017-12-18   yes   
    65729      2020-5-20    yes   
    76222      2018-1-11    yes   
    33764      2017-9-24    yes   
    47344      2018-2-9     yes   
    92751      2018-5-1     yes   
    48188      2019-6-14    yes   
    43899      2017-11-25   yes   
    93019      2015-8-9     yes   
    92074      2015-6-16    yes   
    72082      2015-12-23   yes   
    64687      2020-3-8     yes   
    48047      2017-2-3     yes   
    92656      2018-4-22    yes   
    26980      2020-7-17    yes   
    19395      2017-12-17   yes   
    67685      2016-1-8     yes   
    68808      2020-8-16    yes   
    67214      2018-9-23    yes   
    76046      2018-8-10    yes   
    42973      2020-11-18   yes   
    14975      2017-5-23    yes   
    63622      2017-7-7     yes   
    63630      2018-8-16    yes   
    72824      2015-2-3     yes   
    85883      2019-1-22    yes   
    24965      2017-10-22   yes   
    20176      2016-9-18    yes   
    51113      2019-11-2    yes   
    15704      2017-5-20    yes   
    37534      2016-12-22   yes   
    80469      2015-11-15   yes   
    47443      2018-3-5     yes   
    92543      2016-11-12   yes   
    58090      2018-11-7    yes   
    25377      2015-1-17    yes   
    15083      2015-5-2     yes   
    77439      2016-7-4     yes   
    39135      2020-4-25    yes   
    42744      2015-5-10    yes   
    73992      2019-10-7    yes   
    46030      2017-7-20    yes   
    30839      2020-6-22    yes   
    48925      2019-3-16    yes   
    68119      2019-4-12    yes   
    71687      2017-11-16   yes   
    12161      2018-4-1     yes   
    63886      2019-9-25    yes   
    56108      2019-7-4     yes   
    69314      2018-11-15   yes   
    37138      2019-6-17    yes   
    86100      2015-11-10   yes   
    97186      2018-4-7     yes   
    84031      2019-11-8    yes   
    56976      2015-9-13    yes   
    78589      2019-10-9    yes   
    13294      2016-8-14    yes   
    52323      2017-4-4     yes   
    29146      2016-3-16    yes   
    14416      2015-4-3     yes   
    75205      2018-3-10    yes   
    23578      2017-5-10    yes   
    62973      2015-4-10    yes   
    12118      2020-12-9    yes   
    97269      2015-8-14    yes   
    95398      2018-11-6    yes   
    92038      2017-10-13   yes   
    97662      2017-12-3    yes   
    84961      2019-11-10   yes   
    36544      2019-2-10    yes   
    62633      2020-7-6     yes   
    62216      2015-4-21    yes   
    32392      2018-11-20   yes   
    28423      2015-8-16    yes   
    32178      2018-9-25    yes   
    30532      2019-8-21    yes   
    79599      2015-10-12   yes   
    46270      2020-10-3    yes   
    32777      2017-5-21    yes   
    61485      2019-10-11   yes   
    55237      2016-8-22    yes   
    84168      2015-4-16    yes   
    43921      2019-9-23    yes   
    98529      2017-6-16    yes   
    27661      2018-12-2    yes   
    81246      2019-12-17   yes   
    53620      2018-8-1     yes   
    89112      2017-5-7     yes   
    81048      2015-1-17    yes   
    57306      2020-9-11    yes   
    17074      2016-2-24    yes   
    17477      2016-4-12    yes   
    93618      2016-11-9    yes   
    34872      2020-8-5     yes   
    26685      2017-3-4     yes   
    79927      2018-1-10    yes   
    18535      2018-12-11   yes   
    85310      2018-5-16    yes   
    57292      2016-7-9     yes   
    64256      2015-8-15    yes   
    91031      2017-11-15   yes   
    27678      2019-10-15   yes   
    12198      2016-1-20    yes   
    90918      2019-11-25   yes   
    38977      2015-3-15    yes   
    15515      2015-8-15    yes   
    59399      2017-12-24   yes   
    19412      2015-8-2     yes   
    84765      2017-6-12    yes   
    16953      2015-9-8     yes   
    84356      2017-6-19    yes   
    50529      2016-9-4     yes   
    80523      2019-9-15    yes   
    39889      2020-1-10    yes   
    98826      2019-12-20   yes   
    86460      2018-10-3    yes   
    47780      2016-3-5     yes   
    69268      2016-9-3     yes   
    30663      2018-3-25    yes   
    92417      2020-3-2     yes   
    86054      2015-12-19   yes   
    53015      2016-1-24    yes   
    70390      2015-5-22    yes   
    81362      2017-3-11    yes   
    87408      2020-6-14    yes   
    43216      2020-12-17   yes   
    91369      2015-7-6     yes   
    51923      2019-11-6    yes   
    84275      2015-8-10    yes   
    98917      2016-1-3     yes   
    81741      2020-6-11    yes   
    55312      2015-1-4     yes   
    21811      2018-3-18    yes   
    24969      2020-6-10    yes   
    94016      2019-2-1     yes   
    70060      2015-10-5    yes   
    30749      2018-1-12    yes   
    71430      2020-1-24    yes   
    96064      2018-11-14   yes   
    17748      2020-1-20    yes   
    93366      2019-12-1    yes   
    24291      2017-5-18    yes   
    42887      2015-10-22   yes   
    85033      2019-5-4     yes   
    56171      2019-1-2     yes   
    10022      2015-8-6     yes   
    77131      2020-7-22    yes   
    64407      2017-9-2     yes   
    51849      2017-2-12    yes   
    84888      2016-10-8    yes   
    87933      2015-3-14    yes   
    23407      2016-7-20    yes   
    88638      2016-6-23    yes   
    15247      2020-12-2    yes   
    10005      2018-4-17    yes   
    22786      2019-9-3     yes   
    87299      2018-8-15    yes   
    78815      2015-4-12    yes   
    84085      2020-7-18    yes   
    91740      2016-6-18    yes   
    65496      2020-5-13    yes   
    80016      2015-2-16    yes   
    87400      2015-12-11   yes   
    90826      2020-1-2     yes   
    86693      2018-6-9     yes   
    47842      2020-11-1    yes   
    97510      2020-8-17    yes   
    51707      2016-8-12    yes   
    54095      2015-9-17    yes   
    18083      2016-7-5     yes   
    90006      2019-11-15   yes   
    11308      2016-11-19   yes   
    57246      2020-4-20    yes   
    46234      2019-5-1     yes   
    71826      2017-3-20    yes   
    27332      2017-6-11    yes   
    91009      2016-5-3     yes   
    66576      2017-1-23    yes   
    45525      2018-9-11    yes   
    53548      2016-2-21    yes   
    83929      2019-5-16    yes   
    27398      2017-10-13   yes   
    15332      2019-3-7     yes   
    83565      2017-1-7     yes   
    15782      2018-8-17    yes   
    59846      2018-5-3     yes   
    22457      2015-12-21   yes   
    34122      2018-2-20    yes   
    21321      2020-8-17    yes   
    29697      2019-6-9     yes   
    53438      2018-3-5     yes   
    41400      2018-3-5     yes   
    18951      2020-2-12    yes   
    10920      2018-1-23    yes   
    28058      2017-3-23    yes   
    55756      2020-8-19    yes   
    72819      2019-1-10    yes   
    96070      2016-10-4    yes   
    73035      2016-7-2     yes   
    99776      2019-1-24    yes   
    74584      2019-7-2     yes   
    55275      2020-5-23    yes   
    12002      2017-9-16    yes   
    97316      2020-9-14    yes   
    41759      2015-11-2    yes   
    17776      2017-8-7     yes   
    15059      2015-2-20    yes   
    71776      2020-7-21    yes   
    95945      2020-2-13    yes   
    40169      2018-12-23   yes   
    92122      2019-11-24   yes   
    58593      2017-12-21   yes   
    92940      2015-12-8    yes   
    24453      2015-9-19    yes   
    44131      2019-11-20   yes   
    54478      2015-11-21   yes   
    79949      2015-2-20    yes   
    51198      2018-6-23    yes   
    30029      2018-8-13    yes   
    25113      2019-3-12    yes   
    79186      2015-12-18   yes   
    94376      2017-10-12   yes   
    41841      2017-3-3     yes   
    38144      2018-6-25    yes   
    80871      2017-11-4    yes   
    87339      2019-1-21    yes   
    33020      2017-5-18    yes   
    48917      2019-12-7    yes   
    94433      2015-5-20    yes   
    99959      2017-2-25    yes   
    10652      2019-12-7    yes   
    94531      2019-4-17    yes   
    81487      2017-3-14    yes   
    94293      2015-12-13   yes   
    17246      2017-7-15    yes   
    80869      2016-9-15    yes   
    49854      2018-9-10    yes   
    79995      2020-6-3     yes   
    74249      2018-10-7    yes   
    78502      2016-3-23    yes   
    87536      2015-10-24   yes   
    15674      2019-11-5    yes   
    14520      2015-8-18    yes   
    18727      2016-7-5     yes   
    81934      2017-3-6     yes   
    26603      2017-8-21    yes   
    53824      2017-3-19    yes   
