Membership No  Date Joined  Active  
    96891      2015-1-23    no    
    78946      2017-11-18   no    
    42312      2015-5-2     no    
    77960      2020-9-8     no    
    18487      2018-2-11    no    
    67012      2016-10-19   no    
    89968      2018-12-18   no    
    93382      2015-4-17    no    
    36772      2016-12-23   no    
    33150      2019-2-13    no    
    17294      2015-7-5     no    
    43416      2015-7-25    no    
    12573      2020-12-11   no    
    32390      2020-11-4    no    
    10779      2016-10-25   no    
    66561      2017-9-3     no    
    42346      2017-8-4     no    
    94763      2018-10-12   no    
    54827      2017-7-3     no    
    27192      2018-11-24   no    
    78124      2017-12-24   no    
    95913      2019-2-21    no    
    71021      2018-8-9     no    
    64126      2015-4-11    no    
    20173      2015-8-3     no    
    35092      2018-3-9     no    
    13702      2017-3-20    no    
    29852      2020-8-20    no    
    34688      2020-2-13    no    
    49062      2015-6-6     no    
    67416      2016-11-16   no    
    62338      2017-10-9    no    
    93818      2016-9-24    no    
    79271      2020-4-20    no    
    68189      2015-11-5    no    
    49671      2020-10-5    no    
    29267      2019-3-18    no    
    19829      2018-10-16   no    
    30185      2018-1-6     no    
    93002      2017-10-15   no    
    43338      2020-1-16    no    
    63896      2020-4-25    no    
    17393      2016-6-15    no    
    69939      2018-3-15    no    
    18139      2015-5-3     no    
    19130      2015-4-21    no    
    23230      2015-1-3     no    
    39749      2016-6-17    no    
    76754      2020-6-20    no    
    35396      2015-7-20    no    
    79362      2017-12-3    no    
    28847      2015-11-10   no    
    70498      2018-5-19    no    
    82026      2020-7-22    no    
    68505      2017-11-25   no    
    20154      2019-8-16    no    
    45354      2020-5-18    no    
    75582      2020-3-14    no    
    82367      2018-10-6    no    
    88600      2018-4-23    no    
    38874      2019-2-24    no    
    40688      2017-8-22    no    
    68677      2017-3-21    no    
    59582      2019-3-3     no    
    31360      2018-6-6     no    
    86691      2018-5-5     no    
    36515      2018-5-7     no    
    69607      2017-3-9     no    
    46834      2019-8-13    no    
    84508      2018-2-18    no    
    32554      2015-2-2     no    
    76705      2020-4-7     no    
    27236      2016-1-1     no    
    78646      2020-8-13    no    
    68902      2017-7-3     no    
    10605      2020-8-23    no    
    95714      2016-11-11   no    
    36494      2017-5-10    no    
    35869      2017-4-2     no    
    90091      2019-8-11    no    
    31040      2015-6-25    no    
    28355      2020-5-1     no    
    20960      2017-4-4     no    
    64578      2018-11-9    no    
    52386      2016-2-8     no    
    62004      2020-8-3     no    
    38762      2015-6-1     no    
    24367      2018-3-21    no    
    63315      2018-8-4     no    
    40649      2017-9-15    no    
    79065      2020-8-2     no    
    23294      2015-6-5     no    
    65494      2017-11-18   no    
    69378      2020-4-8     no    
    21847      2020-2-22    no    
    87525      2018-9-22    no    
    77313      2018-5-23    no    
    37937      2020-3-14    no    
    77599      2020-3-14    no    
    22604      2020-8-15    no    
    88783      2016-7-15    no    
    35906      2020-2-11    no    
    79723      2020-8-6     no    
    73948      2019-2-7     no    
    20139      2015-10-6    no    
    28297      2020-12-21   no    
    15945      2017-8-10    no    
    16367      2016-3-6     no    
    78713      2017-11-8    no    
    30447      2015-7-4     no    
    48446      2019-6-13    no    
    60844      2018-8-23    no    
    99001      2020-2-1     no    
    36983      2020-10-19   no    
    35350      2019-1-17    no    
    45579      2018-3-25    no    
    79351      2017-11-24   no    
    59712      2017-5-8     no    
    34197      2019-8-18    no    
    59046      2020-2-24    no    
    66548      2019-9-4     no    
    23684      2019-3-10    no    
    98433      2015-2-13    no    
    24356      2020-3-8     no    
    46137      2017-12-10   no    
    37253      2016-3-20    no    
    78916      2015-4-25    no    
    74312      2019-2-21    no    
    56218      2017-3-12    no    
    83557      2019-1-13    no    
    45974      2016-11-23   no    
    72851      2016-11-4    no    
    11718      2020-5-7     no    
    85527      2016-2-24    no    
    37564      2016-8-4     no    
    77981      2020-8-6     no    
    53023      2017-3-18    no    
    45657      2020-4-1     no    
    48296      2019-10-16   no    
    42281      2016-3-14    no    
    33857      2015-1-18    no    
    13083      2018-8-18    no    
    19301      2019-9-3     no    
    57457      2015-8-8     no    
    40079      2016-8-7     no    
    34583      2020-6-19    no    
    38761      2020-12-11   no    
    98485      2015-7-19    no    
    80710      2020-11-18   no    
    84923      2019-6-3     no    
    77528      2016-6-25    no    
    77517      2017-8-9     no    
    26283      2019-6-7     no    
    60275      2016-1-2     no    
    67790      2020-9-15    no    
    51574      2015-8-16    no    
    60286      2015-8-11    no    
    53563      2020-9-8     no    
    18211      2020-3-11    no    
    78537      2015-3-2     no    
    24965      2016-10-11   no    
    46549      2020-1-7     no    
    45075      2017-9-13    no    
    29889      2016-10-20   no    
    46095      2017-2-14    no    
    36626      2015-8-1     no    
    50297      2017-2-25    no    
    31248      2019-5-21    no    
    18785      2019-7-24    no    
    12501      2020-5-7     no    
    84553      2018-11-1    no    
    65205      2016-5-6     no    
    19972      2017-11-12   no    
    65367      2020-9-22    no    
    63106      2016-6-17    no    
    34564      2017-3-16    no    
    57153      2015-2-12    no    
    95055      2016-7-18    no    
    27296      2015-1-9     no    
    95799      2017-9-17    no    
    99124      2017-10-3    no    
    58182      2018-9-10    no    
    80799      2017-5-8     no    
    99864      2019-5-1     no    
    86780      2019-10-17   no    
    12163      2018-6-14    no    
    92653      2015-7-6     no    
    15855      2015-4-18    no    
    36708      2020-9-22    no    
    20612      2015-6-12    no    
    59577      2020-10-23   no    
    28493      2018-10-25   no    
    98379      2016-11-14   no    
    65086      2017-11-4    no    
    71542      2020-12-25   no    
    63691      2015-3-24    no    
    98194      2016-7-18    no    
    44527      2019-2-21    no    
    82000      2018-10-24   no    
    43648      2015-11-14   no    
    53136      2020-4-6     no    
    63528      2020-7-4     no    
    67973      2017-7-6     no    
    76742      2017-12-6    no    
    21589      2020-3-19    no    
    86960      2018-5-5     no    
    69379      2017-11-19   no    
    28043      2017-9-13    no    
    42787      2015-3-15    no    
    23683      2016-5-17    no    
    77961      2020-6-10    no    
    32496      2017-10-8    no    
    62437      2016-1-19    no    
    28597      2018-11-6    no    
    19030      2018-9-10    no    
    64872      2020-5-15    no    
    50977      2017-5-21    no    
    18660      2018-10-9    no    
    72415      2017-4-17    no    
    95200      2018-9-20    no    
    84553      2017-5-23    no    
    26154      2016-9-21    no    
    92963      2017-10-4    no    
    59809      2019-12-13   no    
    51923      2016-2-25    no    
    17812      2019-3-1     no    
    34698      2020-1-6     no    
    17688      2015-2-12    no    
    25856      2017-7-23    no    
    37866      2020-11-19   no    
    99878      2020-5-25    no    
    19462      2015-10-14   no    
    42437      2019-12-10   no    
    56062      2015-1-14    no    
    65439      2018-8-8     no    
    37532      2015-11-3    no    
    20888      2019-5-21    no    
    92599      2017-3-16    no    
    35410      2020-7-24    no    
    17699      2017-12-7    no    
    44115      2016-10-23   no    
    61533      2020-6-18    no    
    53197      2018-11-21   no    
    25912      2018-2-21    no    
    71219      2016-10-13   no    
    74082      2018-3-14    no    
    86650      2019-4-4     no    
    87234      2015-9-18    no    
    77725      2015-9-20    no    
    59195      2018-12-4    no    
    87238      2015-6-2     no    
    27812      2015-7-24    no    
    16333      2018-11-24   no    
    44209      2018-9-7     no    
    62581      2016-11-23   no    
    40816      2017-12-14   no    
    58763      2017-8-1     no    
    85271      2017-5-19    no    
    79023      2016-9-9     no    
    96605      2015-8-20    no    
    16527      2015-9-19    no    
    87547      2018-9-25    no    
    30171      2019-9-19    no    
    21760      2016-3-23    no    
    51653      2017-7-9     no    
    30265      2017-9-5     no    
    53250      2016-9-16    no    
    88796      2017-12-24   no    
    84832      2018-5-2     no    
    39698      2020-3-16    no    
    85639      2015-6-24    no    
    72389      2018-9-14    no    
    40134      2016-3-14    no    
    78214      2016-1-14    no    
    18142      2016-3-1     no    
    12832      2015-7-16    no    
    97861      2015-11-21   no    
    63229      2016-8-11    no    
    48837      2018-11-24   no    
    42036      2015-6-18    no    
    73145      2016-11-19   no    
    82315      2015-12-9    no    
    95254      2016-8-11    no    
    51957      2016-7-25    no    
    15123      2018-7-1     no    
    84172      2020-12-20   no    
    81555      2018-6-22    no    
    41781      2015-3-3     no    
    92158      2020-7-18    no    
    91498      2016-2-2     no    
    64025      2016-4-15    no    
    81474      2016-1-7     no    
    23711      2020-2-20    no    
    56625      2018-4-5     no    
    38996      2015-6-21    no    
    77462      2018-5-14    no    
    96065      2016-7-6     no    
    13065      2018-4-9     no    
    50615      2016-10-22   no    
    44864      2018-12-10   no    
    38505      2020-12-1    no    
    33201      2020-4-11    no    
    45671      2015-6-15    no    
    24596      2019-12-10   no    
    49316      2015-4-14    no    
    72849      2020-2-12    no    
    31850      2015-5-12    no    
    96116      2017-2-23    no    
    78407      2016-5-19    no    
    49988      2020-5-9     no    
    42814      2020-9-2     no    
    29201      2019-2-17    no    
    14506      2017-3-10    no    
    98060      2017-11-7    no    
    85356      2019-1-24    no    
    60574      2016-6-24    no    
    20898      2015-2-9     no    
    87102      2019-2-4     no    
    47373      2016-10-22   no    
    18449      2020-11-20   no    
    34075      2020-5-11    no    
    11027      2016-8-12    no    
    48092      2019-12-14   no    
    60897      2016-4-14    no    
    53745      2020-5-6     no    
    69005      2015-5-2     no    
    30947      2017-2-11    no    
    50525      2016-9-22    no    
    25362      2019-4-17    no    
    77373      2019-9-12    no    
    74760      2016-1-1     no    
    49040      2015-2-6     no    
    55264      2015-9-1     no    
    79778      2018-1-18    no    
    56892      2019-7-13    no    
    28937      2020-1-17    no    
    20243      2017-9-2     no    
    26371      2015-2-5     no    
    95449      2017-6-19    no    
    82616      2018-7-3     no    
    47870      2018-11-20   no    
    23147      2019-2-7     no    
    80746      2018-1-6     no    
    26176      2015-11-16   no    
    62579      2019-2-7     no    
    86811      2017-2-6     no    
    12952      2018-3-1     no    
    32610      2018-8-15    no    
    23892      2019-10-2    no    
    86095      2020-7-21    no    
    58007      2019-6-7     no    
    17994      2018-9-8     no    
    32280      2016-2-25    no    
    24898      2016-5-2     no    
    65808      2018-8-8     no    
    89414      2018-1-5     no    
    46444      2020-7-24    no    
    99329      2020-11-11   no    
    53298      2016-1-4     no    
    16585      2016-8-12    no    
    43510      2015-12-12   no    
    65430      2016-2-17    no    
    92025      2016-7-7     no    
    95604      2016-1-15    no    
    94565      2020-5-8     no    
    76506      2018-9-22    no    
    82666      2019-11-16   no    
    59039      2016-3-13    no    
    78576      2018-1-21    no    
    41809      2017-2-3     no    
    36337      2018-3-8     no    
    47458      2019-10-3    no    
    92190      2018-1-19    no    
    67685      2016-11-1    no    
    58785      2020-1-2     no    
    97556      2015-4-12    no    
    38178      2015-2-20    no    
    38095      2018-7-23    no    
    23235      2016-1-22    no    
    82024      2016-9-22    no    
    29542      2020-9-18    no    
    46448      2020-11-5    no    
    56797      2020-11-12   no    
    43051      2018-7-15    no    
    28995      2015-1-1     no    
    45881      2019-4-3     no    
    34461      2016-12-1    no    
    85385      2017-7-10    no    
    83473      2019-3-17    no    
    15586      2017-2-6     no    
    53600      2018-3-10    no    
    58596      2020-8-6     no    
    78123      2019-9-4     no    
    51446      2016-5-6     no    
    94970      2019-2-1     no    
    14981      2016-8-25    no    
    74983      2019-12-16   no    
    36124      2015-3-9     no    
    50122      2016-6-23    no    
    54955      2018-1-22    no    
    93322      2019-8-17    no    
    42626      2019-5-1     no    
    13703      2017-2-14    no    
    30763      2017-1-6     no    
    62591      2015-3-12    no    
    74350      2018-3-5     no    
    24577      2016-10-14   no    
    86435      2020-6-9     no    
    52704      2020-5-12    no    
    27687      2020-7-8     no    
    83452      2015-3-9     no    
    88737      2019-12-11   no    
    93536      2015-11-13   no    
    81787      2018-6-1     no    
    38846      2015-5-25    no    
    38769      2016-7-11    no    
    33577      2020-12-13   no    
    38747      2019-7-14    no    
    89574      2016-11-9    no    
    46337      2015-10-14   no    
    35069      2020-5-16    no    
    26211      2017-10-7    no    
    25695      2015-7-12    no    
    98480      2020-12-11   no    
    13046      2020-11-6    no    
    90088      2016-9-2     no    
    58860      2015-6-21    no    
    48670      2015-8-18    no    
    26974      2017-10-13   no    
    16257      2017-9-13    no    
    19384      2015-1-10    no    
    93136      2015-1-10    no    
    49532      2020-8-16    no    
    86523      2018-5-19    no    
    24472      2019-1-24    no    
    92020      2016-12-12   no    
    59605      2016-2-17    no    
    29465      2015-1-21    no    
    57858      2017-4-21    no    
    93281      2020-1-25    no    
    61432      2019-3-1     no    
    95632      2017-2-4     no    
    24913      2018-11-11   no    
    12565      2016-8-7     no    
    14626      2017-1-9     no    
    34578      2018-2-7     no    
    38965      2020-11-10   no    
    57782      2020-10-8    no    
    95381      2016-4-5     no    
    87608      2016-2-25    no    
    55386      2017-8-11    no    
    14261      2019-10-11   no    
    10160      2019-5-6     no    
    94073      2016-7-18    no    
    68422      2015-8-13    no    
    61948      2017-7-22    no    
    85645      2017-4-13    no    
    59282      2015-4-8     no    
    87102      2015-2-16    no    
    96909      2019-2-21    no    
    85737      2019-6-17    no    
    40410      2020-11-4    no    
    44688      2018-7-13    no    
    93732      2019-8-9     no    
    95404      2019-7-20    no    
    87799      2016-3-6     no    
    83038      2016-3-25    no    
    54468      2016-5-9     no    
    97544      2016-7-4     no    
    11046      2020-7-20    no    
    55814      2017-3-21    no    
    69104      2018-8-19    no    
    20482      2016-4-5     no    
    41358      2020-10-12   no    
    50982      2018-3-24    no    
    54273      2018-10-17   no    
    88795      2020-10-25   no    
    59362      2016-4-6     no    
    63740      2020-2-4     no    
    59614      2020-5-21    no    
    20588      2015-6-8     no    
    52324      2018-10-22   no    
    58108      2020-10-13   no    
    85522      2019-9-16    no    
    47112      2019-7-20    no    
    44765      2016-2-1     no    
    68243      2018-12-17   no    
    80821      2019-10-7    no    
    76841      2017-8-12    no    
    87069      2016-2-4     no    
    75620      2016-3-23    no    
    64229      2017-3-5     no    
    15923      2016-2-11    no    
    23149      2018-1-23    no    
    65846      2017-7-2     no    
    58682      2016-1-6     no    
    22882      2016-9-24    no    
    68661      2018-2-7     no    
    61965      2018-1-25    no    
    62043      2016-3-11    no    
    19078      2016-12-17   no    
    48165      2017-1-24    no    
    95977      2015-9-3     no    
    34467      2020-5-18    no    
    77184      2015-10-7    no    
    27318      2015-1-21    no    
    77731      2018-11-20   no    
    53227      2018-2-10    no    
    28789      2017-2-9     no    
    49412      2018-12-21   no    
    31415      2018-5-10    no    
    78740      2019-1-2     no    
    41070      2019-3-1     no    
    92577      2017-8-18    no    
    34991      2018-8-9     no    
    50898      2019-2-13    no    
    59039      2018-7-2     no    
    46604      2018-8-16    no    
    35897      2015-3-14    no    
    77954      2020-5-21    no    
    90963      2018-6-14    no    
    58252      2020-1-22    no    
    87515      2015-4-7     no    
    35112      2018-10-24   no    
    74198      2019-1-5     no    
    10234      2019-3-2     no    
    80612      2018-10-2    no    
    29400      2020-10-1    no    
    69780      2019-8-19    no    
    35605      2017-1-20    no    
    58341      2020-1-9     no    
    35681      2015-7-14    no    
    40011      2016-7-5     no    
    58221      2019-5-6     no    
    19412      2016-3-13    no    
    32560      2015-3-24    no    
    93703      2017-7-23    no    
    25217      2018-6-13    no    
    24070      2015-9-20    no    
    64788      2020-1-24    no    
    37028      2016-10-23   no    
    32850      2015-1-6     no    
    57877      2015-9-3     no    
    66221      2015-4-14    no    
    11022      2019-5-20    no    
    69017      2018-3-17    no    
    85149      2016-5-22    no    
    42759      2018-2-16    no    
    18687      2020-6-12    no    
    91710      2016-11-21   no    
    70105      2016-8-11    no    
    83522      2018-12-1    no    
    77278      2015-7-11    no    
    50293      2019-2-7     no    
    65810      2020-3-15    no    
    32057      2015-10-16   no    
    36981      2019-5-17    no    
    82803      2019-10-20   no    
    58474      2020-3-1     no    
    32594      2015-2-6     no    
    77774      2016-9-21    no    
    89492      2016-9-18    no    
    41892      2016-8-5     no    
    98444      2015-3-7     no    
    37550      2018-12-3    no    
    96652      2018-10-20   no    
    66465      2020-1-16    no    
    81779      2018-11-2    no    
    13504      2020-12-4    no    
    69841      2020-4-7     no    
    66081      2017-5-6     no    
    86350      2017-1-4     no    
    50632      2020-5-16    no    
    59430      2020-11-6    no    
    69254      2019-9-13    no    
    22968      2019-4-13    no    
    93185      2019-6-18    no    
    60071      2017-3-8     no    
    82659      2020-4-23    no    
    36884      2018-4-8     no    
    43216      2017-12-2    no    
    62478      2019-3-24    no    
    36956      2016-5-2     no    
    43437      2015-2-4     no    
    35880      2017-7-22    no    
    41856      2016-4-12    no    
    52719      2018-12-24   no    
    89280      2019-2-22    no    
    69421      2015-9-5     no    
    98259      2018-6-20    no    
    32732      2015-9-22    no    
    67199      2019-10-9    no    
    39469      2020-11-8    no    
    96480      2020-10-8    no    
    54408      2016-12-15   no    
    27055      2015-7-1     no    
    63358      2018-1-18    no    
    59397      2018-1-13    no    
    24771      2020-12-20   no    
    72570      2016-12-21   no    
    18208      2017-9-11    no    
    91536      2018-10-24   no    
    45640      2015-9-22    no    
    30183      2020-3-5     no    
    62906      2018-10-2    no    
    20676      2018-6-15    no    
    50469      2020-10-4    no    
    80930      2019-3-11    no    
    61392      2019-5-14    no    
    62841      2018-12-21   no    
    17582      2017-4-11    no    
    32135      2017-10-7    no    
    50995      2018-4-19    no    
    84731      2018-10-18   no    
    53977      2017-9-24    no    
    22046      2019-4-10    no    
    19442      2020-9-14    no    
    89747      2018-10-25   no    
    34558      2019-8-20    no    
    62959      2016-10-18   no    
    86584      2017-11-20   no    
    16348      2015-6-12    no    
    69457      2020-9-19    no    
    73032      2020-12-18   no    
    63420      2020-4-16    no    
    58694      2017-12-1    no    
    85899      2020-11-17   no    
    51406      2015-2-10    no    
    17998      2017-12-3    no    
    91724      2017-9-13    no    
    53097      2018-12-16   no    
    80954      2019-11-10   no    
    73003      2015-10-2    no    
    54096      2018-7-7     no    
    11849      2018-6-22    no    
    12039      2016-6-1     no    
    46099      2017-2-23    no    
    82116      2020-12-19   no    
    24947      2019-8-4     no    
    84540      2017-1-10    no    
    43848      2015-10-19   no    
    73132      2019-10-13   no    
    89071      2015-3-23    no    
    92137      2019-7-12    no    
    28404      2016-7-24    no    
    32814      2018-4-8     no    
    32508      2019-3-21    no    
    97063      2018-11-21   no    
    49149      2020-3-16    no    
    60032      2017-7-6     no    
    74389      2019-10-6    no    
    17666      2019-11-13   no    
    49909      2017-5-3     no    
    72238      2019-3-11    no    
    89453      2019-1-14    no    
    78131      2019-6-19    no    
    61951      2020-4-23    no    
    87872      2019-9-2     no    
    81556      2015-3-7     no    
    60354      2015-2-3     no    
    52422      2017-7-12    no    
    85797      2020-2-10    no    
    14616      2018-1-8     no    
    76359      2018-9-2     no    
    32134      2018-8-1     no    
    97549      2018-10-2    no    
    47258      2020-2-8     no    
    54493      2020-11-15   no    
    70587      2015-12-24   no    
    17101      2015-11-19   no    
    81497      2017-6-3     no    
    89382      2015-9-15    no    
    10936      2019-11-13   no    
    37430      2019-2-5     no    
    17052      2015-1-25    no    
    61543      2016-11-10   no    
    49475      2019-3-1     no    
    62907      2018-12-1    no    
    55015      2016-1-23    no    
    92727      2017-10-9    no    
    88249      2018-1-21    no    
    13329      2020-12-7    no    
    70034      2017-6-23    no    
    79803      2020-4-8     no    
    16000      2017-10-3    no    
    22057      2016-3-8     no    
    66477      2015-6-22    no    
    95864      2015-5-21    no    
    11272      2017-2-16    no    
    39496      2018-3-20    no    
    31311      2020-4-6     no    
    97592      2015-3-10    no    
    48663      2015-3-19    no    
    90476      2015-6-23    no    
    77233      2017-6-23    no    
    85236      2016-1-12    no    
    54172      2020-7-20    no    
    93557      2018-8-14    no    
    50031      2018-11-23   no    
    48411      2017-2-17    no    
    35984      2017-8-1     no    
    43547      2017-3-20    no    
    10745      2015-11-12   no    
    53689      2015-11-14   no    
    22283      2015-2-7     no    
    58587      2016-2-24    no    
    11912      2017-5-23    no    
    61741      2018-6-15    no    
    24137      2016-4-20    no    
    51687      2019-2-17    no    
    54153      2016-12-5    no    
    35916      2016-4-10    no    
    34084      2016-8-9     no    
    45131      2017-6-23    no    
    14153      2017-7-8     no    
    19931      2019-6-18    no    
    52983      2016-3-13    no    
    72037      2016-6-16    no    
    82556      2019-9-14    no    
    84483      2019-5-5     no    
    58296      2016-11-11   no    
    81531      2017-1-3     no    
    21985      2017-5-3     no    
    29477      2018-8-6     no    
    94671      2015-7-16    no    
    75948      2020-9-9     no    
    45472      2016-9-7     no    
    39336      2016-9-12    no    
    75657      2018-3-14    no    
    18764      2017-6-14    no    
    23279      2015-10-23   no    
    95320      2016-5-18    no    
    78517      2018-12-23   no    
    21320      2016-6-6     no    
    94396      2019-3-21    no    
    96768      2015-12-20   no    
    82923      2018-5-2     no    
    79169      2018-8-4     no    
    55904      2019-3-6     no    
    53706      2015-10-17   no    
    27887      2015-9-1     no    
    42110      2018-12-4    no    
    37586      2018-7-1     no    
    63079      2019-4-21    no    
    59430      2015-8-2     no    
    84038      2019-4-10    no    
    46152      2016-5-21    no    
    68937      2020-4-12    no    
    20657      2015-9-25    no    
    57667      2016-5-23    no    
    78457      2018-3-18    no    
    36836      2018-5-23    no    
    23881      2015-5-5     no    
    49751      2017-11-7    no    
    96133      2018-12-7    no    
    94387      2015-9-5     no    
    14910      2017-7-24    no    
    15571      2017-2-17    no    
    36720      2018-8-12    no    
    11202      2017-2-23    no    
    13850      2019-11-13   no    
    14650      2019-7-2     no    
    40433      2020-3-4     no    
    28496      2017-7-14    no    
    19288      2018-6-22    no    
    50422      2015-10-9    no    
    51828      2018-10-9    no    
    97821      2017-7-10    no    
    54046      2020-3-5     no    
    50341      2015-6-8     no    
    54405      2019-12-25   no    
    37365      2020-9-9     no    
    41251      2018-12-9    no    
    54450      2020-11-23   no    
    12467      2019-4-5     no    
    97411      2016-6-15    no    
    76409      2018-1-1     no    
    81077      2018-2-15    no    
    89798      2020-8-12    no    
    78363      2018-5-17    no    
    17572      2019-8-19    no    
    68956      2020-5-10    no    
    27721      2015-5-6     no    
    58556      2019-11-20   no    
    71924      2016-4-20    no    
    11074      2018-7-5     no    
    21608      2019-8-20    no    
    37821      2015-10-1    no    
    40609      2016-9-21    no    
    64989      2018-8-9     no    
    65780      2016-7-5     no    
    88998      2015-9-3     no    
    81619      2015-7-22    no    
    98668      2016-7-23    no    
    38477      2017-5-5     no    
    82703      2018-9-16    no    
    97749      2020-2-7     no    
    37654      2020-9-18    no    
    43617      2015-2-2     no    
    60715      2018-5-8     no    
    19431      2020-12-8    no    
    93187      2019-12-14   no    
    91569      2019-9-11    no    
    86060      2016-11-7    no    
    37540      2017-2-2     no    
    55214      2017-9-3     no    
    60684      2019-4-22    no    
    42979      2015-5-5     no    
    45301      2015-5-12    no    
    67400      2019-1-16    no    
    17266      2018-12-5    no    
    81299      2015-9-12    no    
    80639      2016-9-25    no    
    50240      2019-2-18    no    
    20526      2017-12-4    no    
    69248      2018-3-15    no    
    14379      2017-9-16    no    
    34642      2019-10-2    no    
    28631      2016-3-12    no    
    48376      2017-4-9     no    
    54638      2019-6-22    no    
    59855      2017-6-9     no    
    57040      2016-3-9     no    
    37424      2020-3-8     no    
    54055      2017-6-3     no    
    52824      2018-2-21    no    
    54748      2019-8-16    no    
    13061      2018-2-8     no    
    86121      2018-4-12    no    
    95669      2016-11-21   no    
    35787      2018-4-2     no    
    64791      2017-10-8    no    
    14372      2019-5-8     no    
    19335      2019-5-7     no    
    28304      2015-3-3     no    
    92857      2020-4-8     no    
    25037      2019-11-8    no    
    11109      2020-10-22   no    
    32335      2016-11-2    no    
    60292      2020-6-11    no    
    89047      2015-7-24    no    
    92292      2019-12-17   no    
    61663      2018-4-7     no    
    92635      2016-7-16    no    
    34835      2016-2-21    no    
    48674      2016-6-6     no    
    35767      2017-4-20    no    
    92162      2019-11-15   no    
    98223      2015-6-1     no    
    68361      2015-1-13    no    
    20504      2019-10-8    no    
    84831      2017-11-10   no    
    82319      2018-7-25    no    
    44194      2015-2-7     no    
    27859      2016-1-18    no    
    48347      2015-8-25    no    
    59691      2018-11-20   no    
    43123      2018-11-4    no    
    58705      2015-1-23    no    
    75288      2019-4-13    no    
    81814      2016-5-6     no    
    32724      2020-12-1    no    
    65928      2020-8-21    no    
    61694      2016-3-6     no    
    14948      2016-11-22   no    
    37911      2020-5-19    no    
    76479      2020-6-12    no    
    10498      2020-11-19   no    
    42868      2015-7-9     no    
    25449      2015-2-9     no    
    69428      2018-7-7     no    
    70145      2015-10-23   no    
    51179      2020-5-17    no    
    76576      2020-3-13    no    
    20469      2017-3-12    no    
    79050      2020-5-18    no    
    96462      2015-12-24   no    
    15760      2019-6-4     no    
    43283      2018-6-1     no    
    17510      2018-2-15    no    
    84438      2017-6-14    no    
    23224      2015-6-20    no    
    99021      2016-8-16    no    
    76776      2015-6-5     no    
    73627      2019-3-14    no    
    73300      2020-1-1     no    
    59101      2018-8-20    no    
    96654      2018-6-25    no    
    94703      2018-4-2     no    
    11612      2016-3-9     no    
    30576      2018-4-5     no    
    58001      2017-2-4     no    
    21434      2015-12-25   no    
    52325      2017-5-18    no    
    94222      2016-8-3     no    
    30424      2015-5-11    no    
    28096      2017-6-8     no    
    73173      2020-7-17    no    
    38390      2015-3-4     no    
    30113      2016-10-14   no    
    34638      2015-12-21   no    
    45736      2015-12-6    no    
    70151      2020-4-11    no    
    73347      2016-4-7     no    
    30577      2015-6-2     no    
    21274      2016-10-24   no    
    11125      2018-10-3    no    
    42280      2016-3-10    no    
    23786      2020-4-1     no    
    97081      2017-2-4     no    
    29287      2017-7-9     no    
    73357      2020-4-6     no    
    73528      2015-2-22    no    
    78980      2016-6-16    no    
    22761      2020-5-19    no    
    58771      2019-3-23    no    
    74000      2019-2-5     no    
    23532      2017-11-12   no    
